Table S7E. Region-level continuous HSF relative-score metrics for the revised comparison universe.								
								
Region ID	Region class	Chromosome	Start	End	Width (bp)	Maximum HSF relative PWM score	Mean top-five HSF relative PWM score	Median per-model maximum HSF score
BG_LTR_like_04834	Strict non-ONSEN TE background	Chr2	3151572	3151970	399	0.999007409629877	0.960734836971016	0.932204792888556
BG_LTR_like_04835	Strict non-ONSEN TE background	Chr2	3152709	3153049	341	0.905301094057174	0.899399533141913	0.892392322970441
BG_LTR_like_04836	Strict non-ONSEN TE background	Chr2	3154928	3155520	593	0.880137948246788	0.867627028336358	0.84834798817726
BG_LTR_like_04837	Strict non-ONSEN TE background	Chr2	3155664	3156897	1234	0.947729284558774	0.929397954663263	0.875919663346384
BG_LTR_like_04838	Strict non-ONSEN TE background	Chr2	3157544	3159478	1935	0.943377415923864	0.925674456260332	0.877600098807781
BG_LTR_like_04839	Strict non-ONSEN TE background	Chr2	3217574	3217854	281	1	0.936307287129368	0.818141301948309
BG_LTR_like_04840	Strict non-ONSEN TE background	Chr2	3219206	3219671	466	0.950697160884448	0.909271107122852	0.866624375584579
BG_LTR_like_04845	Strict non-ONSEN TE background	Chr2	3275024	3275258	235	0.876197298676884	0.825778043482645	0.780078525660597
BG_LTR_like_04846	Strict non-ONSEN TE background	Chr2	3301802	3303203	1402	0.925362625658487	0.917873551075632	0.867355440753711
BG_LTR_like_04849	Strict non-ONSEN TE background	Chr2	3307694	3307913	220	0.9139915910843	0.871025730999423	0.827253393131238
BG_LTR_like_04852	Strict non-ONSEN TE background	Chr2	3308220	3308973	754	0.978131699864756	0.900302382125261	0.800122159696161
BG_LTR_like_04855	Strict non-ONSEN TE background	Chr2	3342505	3342805	301	0.833749732462452	0.823612073836948	0.782523696575238
BG_LTR_like_04858	Strict non-ONSEN TE background	Chr2	3344500	3344789	290	0.924152604841595	0.882401788802357	0.85936151285573
BG_LTR_like_04859	Strict non-ONSEN TE background	Chr2	3344835	3345276	442	0.925362625658487	0.897068919254428	0.832622542237613
BG_LTR_like_04860	Strict non-ONSEN TE background	Chr2	3354018	3354401	384	0.790941020896484	0.772527129590362	0.752190966712327
BG_LTR_like_04863	Strict non-ONSEN TE background	Chr2	3375563	3375878	316	0.83997163801432	0.819388405241456	0.796622625825879
BG_LTR_like_04866	Strict non-ONSEN TE background	Chr2	3379194	3379763	570	0.904136570872775	0.883604879143947	0.859647230490699
BG_LTR_like_04867	Strict non-ONSEN TE background	Chr2	3455421	3455661	241	0.844842807759167	0.821600974702467	0.787746454133771
BG_LTR_like_04868	Strict non-ONSEN TE background	Chr2	3459140	3460112	973	0.892242353455546	0.867201618452897	0.824235854903935
BG_LTR_like_04873	Strict non-ONSEN TE background	Chr2	3479649	3480558	910	0.950697160884448	0.93434833606563	0.902938007014459
BG_LTR_like_04876	Strict non-ONSEN TE background	Chr2	3512974	3513188	215	0.877599931150928	0.844669288458312	0.820571044027307
BG_LTR_like_04877	Strict non-ONSEN TE background	Chr2	3531975	3532287	313	0.882834776877376	0.858745861339379	0.821122159929001
BG_LTR_like_04880	Strict non-ONSEN TE background	Chr2	3539391	3540227	837	0.87899223201785	0.863905499245738	0.816558157636935
BG_LTR_like_04881	Strict non-ONSEN TE background	Chr2	3545246	3545748	503	1	0.896167414283848	0.808098206396436
BG_LTR_like_04882	Strict non-ONSEN TE background	Chr2	3545792	3546062	271	0.952560003824068	0.896348026541198	0.845109613736884
BG_LTR_like_04883	Strict non-ONSEN TE background	Chr2	3546593	3546828	236	0.860906988636661	0.827926780180944	0.760871503389916
BG_LTR_like_04884	Strict non-ONSEN TE background	Chr2	3554462	3556283	1822	0.923633119535993	0.915529442565542	0.838671997813496
BG_LTR_like_04885	Strict non-ONSEN TE background	Chr2	3556318	3558079	1762	0.947729284558774	0.927553274279619	0.863936124792655
BG_LTR_like_04888	Strict non-ONSEN TE background	Chr2	3558188	3559719	1532	0.950506110322961	0.933166414147349	0.917089925466892
BG_LTR_like_04889	Strict non-ONSEN TE background	Chr2	3559720	3561359	1640	0.947729284558774	0.896163091129551	0.857551567437115
BG_LTR_like_04890	Strict non-ONSEN TE background	Chr2	3560648	3560883	236	0.833749732462452	0.81997082348221	0.789310345759262
BG_LTR_like_04891	Strict non-ONSEN TE background	Chr2	3573424	3575224	1801	0.895850201322429	0.884908818212866	0.862561296734546
BG_LTR_like_04892	Strict non-ONSEN TE background	Chr2	3600151	3601950	1800	0.923633119535993	0.909029661232543	0.853702361140472
BG_LTR_like_04893	Strict non-ONSEN TE background	Chr2	3603124	3603728	605	0.911395603731751	0.887119935464384	0.845940523840197
BG_LTR_like_04894	Strict non-ONSEN TE background	Chr2	3604313	3605677	1365	0.997057323853935	0.979615192097386	0.875362701315473
BG_LTR_like_04897	Strict non-ONSEN TE background	Chr2	3676756	3678366	1611	0.957552433785568	0.928351216464988	0.906298430241422
BG_LTR_like_04898	Strict non-ONSEN TE background	Chr2	3680276	3681190	915	0.892542292485335	0.884251343171602	0.837106580260763
BG_LTR_like_04899	Strict non-ONSEN TE background	Chr2	3684249	3684831	583	0.911395603731751	0.887359613556662	0.84228505233245
BG_LTR_like_04900	Strict non-ONSEN TE background	Chr2	3708960	3710191	1232	0.947729284558774	0.926093094346293	0.875804778413812
BG_LTR_like_04901	Strict non-ONSEN TE background	Chr2	3716821	3717400	580	0.882549816981468	0.868544848604272	0.843033495287842
BG_LTR_like_04902	Strict non-ONSEN TE background	Chr2	3721519	3722140	622	0.908452927585686	0.895254831648217	0.87212819504204
BG_LTR_like_04903	Strict non-ONSEN TE background	Chr2	3737023	3737657	635	0.889299677309481	0.876759630881725	0.858073077830139
BG_LTR_like_04904	Strict non-ONSEN TE background	Chr2	3740653	3740857	205	0.892242353455546	0.845200767515889	0.75346121520679
BG_LTR_like_04905	Strict non-ONSEN TE background	Chr2	3740944	3742095	1152	0.926551886743484	0.903787884421082	0.867185827556687
BG_LTR_like_04906	Strict non-ONSEN TE background	Chr2	3766284	3766910	627	0.887059753066785	0.873383786547981	0.835434603720156
BG_LTR_like_04907	Strict non-ONSEN TE background	Chr2	3766911	3767233	323	0.899192912367673	0.890795686861515	0.869347026664824
BG_LTR_like_04908	Strict non-ONSEN TE background	Chr2	3795197	3796200	1004	0.87957762212643	0.868555394279824	0.812386873577514
BG_LTR_like_04909	Strict non-ONSEN TE background	Chr2	3808137	3809217	1081	0.947729284558774	0.935361630085057	0.913492668741203
BG_LTR_like_04910	Strict non-ONSEN TE background	Chr2	3813107	3813813	707	1	0.94481399999576	0.833607305682835
BG_LTR_like_04911	Strict non-ONSEN TE background	Chr2	3813825	3815597	1773	0.920690443389928	0.912856379367622	0.895344417912624
BG_LTR_like_04912	Strict non-ONSEN TE background	Chr2	3816062	3817016	955	0.934310940015733	0.915215529580912	0.894426954964357
BG_LTR_like_04913	Strict non-ONSEN TE background	Chr2	3820575	3821095	521	0.86250309316364	0.847040771410133	0.824925017467215
BG_LTR_like_04914	Strict non-ONSEN TE background	Chr2	3823544	3823797	254	0.938823665407958	0.89817550092496	0.86858397101172
BG_LTR_like_04915	Strict non-ONSEN TE background	Chr2	3823960	3825125	1166	1	0.982421416802532	0.920564739619652
BG_LTR_like_04916	Strict non-ONSEN TE background	Chr2	3825614	3826213	600	0.892242353455546	0.845914817356877	0.772503763123089
BG_LTR_like_04917	Strict non-ONSEN TE background	Chr2	3826214	3827838	1625	0.925625107471735	0.923551867443451	0.886919305276576
BG_LTR_like_04920	Strict non-ONSEN TE background	Chr2	3832865	3833932	1068	0.882834776877376	0.875290938629662	0.851425454367414
BG_LTR_like_04925	Strict non-ONSEN TE background	Chr2	3844438	3845315	878	0.923633119535993	0.900148972190556	0.817567714615338
BG_LTR_like_04926	Strict non-ONSEN TE background	Chr2	3854066	3854811	746	0.914982098538431	0.897758108462326	0.849276121985581
BG_LTR_like_04929	Strict non-ONSEN TE background	Chr2	3858389	3859010	622	0.880564153706981	0.849072365934167	0.829097187245848
BG_LTR_like_04930	Strict non-ONSEN TE background	Chr2	3859011	3859318	308	0.873149185442374	0.818283335110915	0.795009428089841
BG_LTR_like_04931	Strict non-ONSEN TE background	Chr2	3862947	3863316	370	0.862768308928416	0.821042231357587	0.786849647710285
BG_LTR_like_04932	Strict non-ONSEN TE background	Chr2	3863317	3865228	1912	0.908452927585686	0.893391467437843	0.870943743950651
BG_LTR_like_04933	Strict non-ONSEN TE background	Chr2	3876712	3878306	1595	0.923633119535993	0.898929779885975	0.85870058190263
BG_LTR_like_04934	Strict non-ONSEN TE background	Chr2	3882538	3884137	1600	0.957552433785568	0.921542039164362	0.858357775168133
BG_LTR_like_04937	Strict non-ONSEN TE background	Chr2	3906169	3907788	1620	0.923633119535993	0.908278216365109	0.866868708015537
BG_LTR_like_04938	Strict non-ONSEN TE background	Chr2	3922207	3922448	242	0.939524459644417	0.910956279047131	0.871023625217171
BG_LTR_like_04939	Strict non-ONSEN TE background	Chr2	3944666	3945905	1240	1	0.946543229516607	0.841348908166082
BG_LTR_like_04940	Strict non-ONSEN TE background	Chr2	3948282	3949277	996	0.957552433785568	0.893393710854846	0.848725571589887
BG_LTR_like_04943	Strict non-ONSEN TE background	Chr2	3956456	3956852	397	0.860172025611857	0.834571005797718	0.799505429410364
BG_LTR_like_04944	Strict non-ONSEN TE background	Chr2	3962835	3963502	668	0.857778988175453	0.840742483083531	0.809705783936212
BG_LTR_like_04945	Strict non-ONSEN TE background	Chr2	3963520	3965120	1601	0.889299677309481	0.878525295697076	0.854686637676135
BG_LTR_like_04946	Strict non-ONSEN TE background	Chr2	3965157	3966273	1117	0.892416192388914	0.878128044877174	0.851254041527098
BG_LTR_like_04947	Strict non-ONSEN TE background	Chr2	3972368	3972831	464	0.87998285625761	0.876499406709528	0.861392211427878
BG_LTR_like_04948	Strict non-ONSEN TE background	Chr2	3982324	3983352	1029	0.953230354341334	0.910891010846921	0.881245753279169
BG_LTR_like_04949	Strict non-ONSEN TE background	Chr2	4005995	4007044	1050	0.997057323853935	0.968435365755901	0.859244230861213
BG_LTR_like_04952	Strict non-ONSEN TE background	Chr2	4045796	4047602	1807	0.923633119535993	0.899097710588903	0.853506178412324
BG_LTR_like_04953	Strict non-ONSEN TE background	Chr2	4056001	4057620	1620	0.923633119535993	0.898929779885975	0.85870058190263
BG_LTR_like_04956	Strict non-ONSEN TE background	Chr2	4065716	4067227	1512	1	0.95658789436761	0.894355026043516
BG_LTR_like_04957	Strict non-ONSEN TE background	Chr2	4069688	4069962	275	0.879892100731311	0.848782314176547	0.765013424736306
BG_LTR_like_04958	Strict non-ONSEN TE background	Chr2	4070546	4071105	560	1	0.952466083972189	0.908692256692427
BG_LTR_like_04959	Strict non-ONSEN TE background	Chr2	4075363	4075684	322	0.871362404094767	0.866017618454607	0.761635848547758
BG_LTR_like_04960	Strict non-ONSEN TE background	Chr2	4121360	4122247	888	0.908452927585686	0.887354951499453	0.821456192698589
BG_LTR_like_04961	Strict non-ONSEN TE background	Chr2	4125561	4125807	247	0.905790190621108	0.890052656574505	0.859145781395769
BG_LTR_like_04962	Strict non-ONSEN TE background	Chr2	4126436	4126635	200	0.821032747070789	0.806328920781118	0.758416444443384
BG_LTR_like_04963	Strict non-ONSEN TE background	Chr2	4130634	4132419	1786	0.906780813378805	0.896902248555117	0.867102254832767
BG_LTR_like_04964	Strict non-ONSEN TE background	Chr2	4132447	4134061	1615	1	0.947990799568453	0.847981275857584
BG_LTR_like_04965	Strict non-ONSEN TE background	Chr2	4134731	4135422	692	1	0.95737142792919	0.860951857550765
BG_LTR_like_04966	Strict non-ONSEN TE background	Chr2	4135423	4137080	1658	0.94429483225512	0.923032246340805	0.854162521878862
BG_LTR_like_04967	Strict non-ONSEN TE background	Chr2	4137501	4139254	1754	0.997057323853935	0.980727376831449	0.889433449543193
BG_LTR_like_04972	Strict non-ONSEN TE background	Chr2	4157508	4159309	1802	0.947729284558774	0.927489929730298	0.88319256854175
BG_LTR_like_04973	Strict non-ONSEN TE background	Chr2	4159310	4161049	1740	0.882549816981468	0.871188833202859	0.845556805854368
BG_LTR_like_04974	Strict non-ONSEN TE background	Chr2	4161051	4162304	1254	0.892351665316562	0.882086049474195	0.852585004573579
BG_LTR_like_04975	Strict non-ONSEN TE background	Chr2	4169556	4170633	1078	0.920690443389928	0.913500767678181	0.895344417912624
BG_LTR_like_04976	Strict non-ONSEN TE background	Chr2	4174052	4175324	1273	0.94429483225512	0.909847965004753	0.853022221327531
BG_LTR_like_04977	Strict non-ONSEN TE background	Chr2	4183151	4183673	523	0.963392514562758	0.941295169033062	0.896390552323606
BG_LTR_like_04978	Strict non-ONSEN TE background	Chr2	4183674	4184976	1303	0.892242353455546	0.883132321618257	0.874196157306717
BG_LTR_like_04979	Strict non-ONSEN TE background	Chr2	4184977	4185220	244	0.903990605677575	0.864322879556842	0.803651727490271
BG_LTR_like_04980	Strict non-ONSEN TE background	Chr2	4185505	4185811	307	0.835686587752703	0.822425057301186	0.785229501949457
BG_LTR_like_04981	Strict non-ONSEN TE background	Chr2	4188833	4189612	780	0.892242353455546	0.867778973380539	0.832223133012598
BG_LTR_like_04982	Strict non-ONSEN TE background	Chr2	4189731	4190374	644	0.879475922478708	0.868935015929113	0.841080515092872
BG_LTR_like_04983	Strict non-ONSEN TE background	Chr2	4194443	4194762	320	0.862768308928416	0.825362881611875	0.793842812959819
BG_LTR_like_04984	Strict non-ONSEN TE background	Chr2	4194769	4195205	437	0.871362404094767	0.840736511217517	0.784803445449771
BG_LTR_like_04985	Strict non-ONSEN TE background	Chr2	4195873	4196795	923	0.957254634005665	0.927417330904617	0.905366222021084
BG_LTR_like_04986	Strict non-ONSEN TE background	Chr2	4203243	4205065	1823	0.889299677309481	0.883679017924794	0.836857595847736
BG_LTR_like_04989	Strict non-ONSEN TE background	Chr2	4217157	4218952	1796	0.906780813378805	0.892314950299313	0.848856528249897
BG_LTR_like_04990	Strict non-ONSEN TE background	Chr2	4249409	4250359	951	0.96438510493288	0.938634519796089	0.905243656200842
BG_LTR_like_04993	Strict non-ONSEN TE background	Chr2	4252039	4252659	621	0.892242353455546	0.867261378454796	0.839178228099588
BG_LTR_like_04994	Strict non-ONSEN TE background	Chr2	4256626	4258322	1697	0.923633119535993	0.9137189503146	0.865290791408251
BG_LTR_like_04995	Strict non-ONSEN TE background	Chr2	4287690	4288452	763	0.911771277108941	0.879709897841406	0.849670298875533
BG_LTR_like_05028	Strict non-ONSEN TE background	Chr2	4357343	4358519	1177	0.920690443389928	0.908119529688097	0.873171230242484
BG_LTR_like_05029	Strict non-ONSEN TE background	Chr2	4370212	4371438	1227	1	0.952232489415629	0.860387299673511
BG_LTR_like_05030	Strict non-ONSEN TE background	Chr2	4379829	4381342	1514	0.925362625658487	0.90118907986124	0.863357053705388
BG_LTR_like_05033	Strict non-ONSEN TE background	Chr2	4398318	4400056	1739	0.906780813378805	0.895650888514448	0.849163664127965
BG_LTR_like_05038	Strict non-ONSEN TE background	Chr2	4412569	4413203	635	0.894990544126474	0.864576270250571	0.802962115677943
BG_LTR_like_05039	Strict non-ONSEN TE background	Chr2	4413205	4413639	435	0.907167219713677	0.890343986502535	0.82525540329322
BG_LTR_like_05042	Strict non-ONSEN TE background	Chr2	4417170	4418648	1479	1	0.959731302251962	0.920721912158759
BG_LTR_like_05045	Strict non-ONSEN TE background	Chr2	4470380	4470931	552	0.84925563226703	0.839246875624083	0.779621601542865
BG_LTR_like_05048	Strict non-ONSEN TE background	Chr2	4504054	4505918	1865	0.923633119535993	0.909258005362358	0.857615230389484
BG_LTR_like_05049	Strict non-ONSEN TE background	Chr2	4505919	4506990	1072	1	0.919083231085292	0.845184914268055
BG_LTR_like_05050	Strict non-ONSEN TE background	Chr2	4517288	4518080	793	0.879292093731603	0.861490999251463	0.831942191681914
BG_LTR_like_05051	Strict non-ONSEN TE background	Chr2	4566142	4566581	440	0.844872230023954	0.82091588298666	0.789627730795356
BG_LTR_like_05052	Strict non-ONSEN TE background	Chr2	4584959	4585887	929	0.930656856244962	0.909167060896261	0.880842124391039
BG_LTR_like_05053	Strict non-ONSEN TE background	Chr2	4595629	4595985	357	0.883650061500741	0.875025946708153	0.833362972453607
BG_LTR_like_05054	Strict non-ONSEN TE background	Chr2	4595986	4597826	1841	1	0.953718201470868	0.886505687774839
BG_LTR_like_05057	Strict non-ONSEN TE background	Chr2	4615800	4617477	1678	0.978131699864756	0.955366212979975	0.919068266833305
BG_LTR_like_05058	Strict non-ONSEN TE background	Chr2	4674292	4675499	1208	1	0.941127183955538	0.861313147125001
BG_LTR_like_05059	Strict non-ONSEN TE background	Chr2	4675711	4676312	602	0.882549816981468	0.850398971665286	0.820420374040838
BG_LTR_like_05060	Strict non-ONSEN TE background	Chr2	4676313	4677891	1579	0.957552433785568	0.921385830483146	0.8769409846644
BG_LTR_like_05061	Strict non-ONSEN TE background	Chr2	4678232	4678488	257	0.812946842669819	0.806460436355057	0.768564657960727
BG_LTR_like_05062	Strict non-ONSEN TE background	Chr2	4683301	4683936	636	0.935303530385856	0.915292053144359	0.885425094424224
BG_LTR_like_05063	Strict non-ONSEN TE background	Chr2	4687070	4687423	354	0.826291676875128	0.808545896540559	0.772050494432385
BG_LTR_like_05064	Strict non-ONSEN TE background	Chr2	4689871	4690772	902	0.906780813378805	0.892276603418874	0.822049064901465
BG_LTR_like_05065	Strict non-ONSEN TE background	Chr2	4690777	4691253	477	0.864610407711075	0.856352407678481	0.842367429146721
BG_LTR_like_05066	Strict non-ONSEN TE background	Chr2	4693500	4693801	302	0.862768308928416	0.821046582240267	0.786849647710285
BG_LTR_like_05067	Strict non-ONSEN TE background	Chr2	4693802	4694973	1172	0.957552433785568	0.93265862286651	0.899627914084423
BG_LTR_like_05068	Strict non-ONSEN TE background	Chr2	4694974	4695200	227	0.823846346326822	0.793544570690611	0.748960111424904
BG_LTR_like_05069	Strict non-ONSEN TE background	Chr2	4695260	4695877	618	0.879475922478708	0.871984196473141	0.852858545261397
BG_LTR_like_05070	Strict non-ONSEN TE background	Chr2	4706948	4707147	200	0.877148587339202	0.822697702386782	0.743625353514383
BG_LTR_like_05071	Strict non-ONSEN TE background	Chr2	4713537	4714827	1291	0.937880914243219	0.916644508831158	0.8729391988722
BG_LTR_like_05072	Strict non-ONSEN TE background	Chr2	4714828	4715984	1157	0.89978198676807	0.888224594914898	0.825877678894568
BG_LTR_like_05073	Strict non-ONSEN TE background	Chr2	4731233	4732460	1228	0.957552433785568	0.90951823977748	0.864431733987987
BG_LTR_like_05074	Strict non-ONSEN TE background	Chr2	4750786	4751089	304	0.835152364936496	0.820051735262335	0.804602108525996
BG_LTR_like_05075	Strict non-ONSEN TE background	Chr2	4751211	4751496	286	0.908452927585686	0.902179169667366	0.863114318110182
BG_LTR_like_05076	Strict non-ONSEN TE background	Chr2	4760431	4761615	1185	0.997057323853935	0.976293539333868	0.896659999170124
BG_LTR_like_05077	Strict non-ONSEN TE background	Chr2	4773850	4775331	1482	0.93835013419369	0.927872383975707	0.911070032024464
BG_LTR_like_05078	Strict non-ONSEN TE background	Chr2	4775371	4775601	231	0.857689165066966	0.82238676896268	0.798456651266544
BG_LTR_like_05079	Strict non-ONSEN TE background	Chr2	4783569	4784809	1241	0.882834776877376	0.866269820596891	0.842316756380009
BG_LTR_like_05080	Strict non-ONSEN TE background	Chr2	4818684	4818884	201	0.776712662830382	0.766449542473638	0.744871448048445
BG_LTR_like_05081	Strict non-ONSEN TE background	Chr2	4824788	4826159	1372	0.925362625658487	0.896563942035153	0.862204062547787
BG_LTR_like_05082	Strict non-ONSEN TE background	Chr2	4837148	4837888	741	0.920690443389928	0.903817842073772	0.827326399481298
BG_LTR_like_05085	Strict non-ONSEN TE background	Chr2	4850643	4852159	1517	0.988279621516139	0.976565296359189	0.940862432442288
BG_LTR_like_05086	Strict non-ONSEN TE background	Chr2	4852160	4852583	424	0.920690443389928	0.903868825168002	0.831225750828371
BG_LTR_like_05087	Strict non-ONSEN TE background	Chr2	4853656	4855287	1632	0.957552433785568	0.937893448878962	0.919056209794299
BG_LTR_like_05090	Strict non-ONSEN TE background	Chr2	4859470	4859808	339	0.934310940015733	0.911256873279537	0.873176164164222
BG_LTR_like_05091	Strict non-ONSEN TE background	Chr2	4937270	4937528	259	0.830108692990985	0.813957720913205	0.783990639689377
BG_LTR_like_05092	Strict non-ONSEN TE background	Chr2	4946230	4946524	295	0.939052540689794	0.909873812146477	0.852085779983876
BG_LTR_like_05095	Strict non-ONSEN TE background	Chr2	4990078	4991751	1674	0.892242353455546	0.886056783629552	0.874196157306717
BG_LTR_like_05096	Strict non-ONSEN TE background	Chr2	5011916	5012225	310	0.830279101540242	0.820058234556161	0.771855468089821
BG_LTR_like_05099	Strict non-ONSEN TE background	Chr2	5012420	5012680	261	0.957552433785568	0.878700579626963	0.835989114987539
BG_LTR_like_05100	Strict non-ONSEN TE background	Chr2	5013129	5013339	211	0.853842586224807	0.842951194459544	0.825986599803201
BG_LTR_like_05101	Strict non-ONSEN TE background	Chr2	5013822	5015200	1379	0.911771277108941	0.886325292443589	0.865024916388436
BG_LTR_like_05102	Strict non-ONSEN TE background	Chr2	5023017	5024024	1008	0.894422298553032	0.879540900021356	0.855447618621885
BG_LTR_like_05103	Strict non-ONSEN TE background	Chr2	5032581	5033778	1198	0.914982098538431	0.897568803984864	0.870700282211256
BG_LTR_like_05104	Strict non-ONSEN TE background	Chr2	5067150	5067411	262	0.850000865700625	0.820985492083125	0.803739948795461
BG_LTR_like_05105	Strict non-ONSEN TE background	Chr2	5090853	5091911	1059	0.916449385805885	0.889582234375822	0.844135413009125
BG_LTR_like_05106	Strict non-ONSEN TE background	Chr2	5091982	5092512	531	0.950697160884448	0.917509903406969	0.880350191730559
BG_LTR_like_05107	Strict non-ONSEN TE background	Chr2	5127171	5127954	784	0.908915692369662	0.879883525137627	0.857610677556207
BG_LTR_like_05108	Strict non-ONSEN TE background	Chr2	5127479	5127696	218	0.876333382634616	0.835204658733227	0.775439980939987
BG_LTR_like_05111	Strict non-ONSEN TE background	Chr2	5138594	5139791	1198	0.882834776877376	0.875640144299066	0.83666222856938
BG_LTR_like_05114	Strict non-ONSEN TE background	Chr2	5142059	5142292	234	0.846915407889951	0.817270005065938	0.783593816755109
BG_LTR_like_05115	Strict non-ONSEN TE background	Chr2	5142293	5142775	483	0.857964312490596	0.833303223065974	0.74304075752578
BG_LTR_like_05116	Strict non-ONSEN TE background	Chr2	5145644	5146995	1352	0.923633119535993	0.910833120702151	0.819298251332998
BG_LTR_like_05119	Strict non-ONSEN TE background	Chr2	5149572	5151199	1628	0.905790190621108	0.871525603694699	0.840925792437923
BG_LTR_like_05120	Strict non-ONSEN TE background	Chr2	5161733	5163010	1278	0.920690443389928	0.897845682588932	0.835396079342669
BG_LTR_like_05121	Strict non-ONSEN TE background	Chr2	5178327	5178595	269	0.823547582472094	0.805325238251854	0.758256346810914
BG_LTR_like_05122	Strict non-ONSEN TE background	Chr2	5186487	5186969	483	0.924320307710711	0.876208498521593	0.806850837394458
BG_LTR_like_05123	Strict non-ONSEN TE background	Chr2	5187015	5188726	1712	0.920690443389928	0.900741161415558	0.828789931966326
BG_LTR_like_05124	Strict non-ONSEN TE background	Chr2	5247444	5248679	1236	0.997057323853935	0.979829488641814	0.885978301472613
BG_LTR_like_05125	Strict non-ONSEN TE background	Chr2	5249272	5249547	276	0.892242353455546	0.85635693503503	0.794503568776015
BG_LTR_like_05126	Strict non-ONSEN TE background	Chr2	5249724	5250077	354	0.892351665316562	0.864531419119174	0.809947595558499
BG_LTR_like_05127	Strict non-ONSEN TE background	Chr2	5250080	5250332	253	0.850271440151198	0.813741216233358	0.775829998386726
BG_LTR_like_05128	Strict non-ONSEN TE background	Chr2	5258059	5259426	1368	0.911395603731751	0.888571679605333	0.837866583623639
BG_LTR_like_05129	Strict non-ONSEN TE background	Chr2	5264792	5265237	446	0.873149185442374	0.837190611926296	0.77240715677009
BG_LTR_like_05130	Strict non-ONSEN TE background	Chr2	5265238	5266185	948	0.911395603731751	0.887525997887548	0.837866583623639
BG_LTR_like_05131	Strict non-ONSEN TE background	Chr2	5271517	5271962	446	0.873149185442374	0.837190611926296	0.77240715677009
BG_LTR_like_05132	Strict non-ONSEN TE background	Chr2	5278271	5279897	1627	0.937002205678171	0.920500680350812	0.886200462993687
BG_LTR_like_05135	Strict non-ONSEN TE background	Chr2	5282588	5284512	1925	0.934310940015733	0.9188613461619	0.907181248195273
BG_LTR_like_05136	Strict non-ONSEN TE background	Chr2	5284602	5285513	912	0.871917185299783	0.865547327354437	0.826696520709402
BG_LTR_like_05137	Strict non-ONSEN TE background	Chr2	5285586	5286908	1323	0.911395603731751	0.906962958935196	0.873896538088868
BG_LTR_like_05140	Strict non-ONSEN TE background	Chr2	5346375	5347126	752	0.920690443389928	0.904147140451171	0.81824552419811
BG_LTR_like_05141	Strict non-ONSEN TE background	Chr2	5348176	5348586	411	0.838615218074424	0.827613368782664	0.806581493280726
BG_LTR_like_05144	Strict non-ONSEN TE background	Chr2	5362754	5364364	1611	0.957552433785568	0.915313420849695	0.869605020510571
BG_LTR_like_05145	Strict non-ONSEN TE background	Chr2	5431953	5433163	1211	0.87998285625761	0.873811399873124	0.845940523840197
BG_LTR_like_05146	Strict non-ONSEN TE background	Chr2	5458995	5460170	1176	0.920690443389928	0.910386691959685	0.869491573527137
BG_LTR_like_05149	Strict non-ONSEN TE background	Chr2	5468373	5469707	1335	0.952825808887258	0.927294540749241	0.892049517697092
BG_LTR_like_05154	Strict non-ONSEN TE background	Chr2	5481822	5483743	1922	1	0.995345669961	0.937026699452928
BG_LTR_like_05155	Strict non-ONSEN TE background	Chr2	5498816	5500511	1696	0.947729284558774	0.925967158038389	0.839938909859813
BG_LTR_like_05168	Strict non-ONSEN TE background	Chr2	5543181	5543610	430	0.978131699864756	0.92646730900878	0.830594481884672
BG_LTR_like_05169	Strict non-ONSEN TE background	Chr2	5573069	5573686	618	0.925362625658487	0.897750857567637	0.865197604962256
BG_LTR_like_05186	Strict non-ONSEN TE background	Chr2	5713762	5714069	308	0.892242353455546	0.881356313877704	0.812287695229889
BG_LTR_like_05187	Strict non-ONSEN TE background	Chr2	5725593	5727402	1810	0.892351665316562	0.888066640317996	0.853046757325436
BG_LTR_like_05188	Strict non-ONSEN TE background	Chr2	5868711	5868964	254	0.81587547299154	0.794130135052547	0.763248361599333
BG_LTR_like_05189	Strict non-ONSEN TE background	Chr2	5883768	5884068	301	0.911771277108941	0.886665975357725	0.852163971486242
BG_LTR_like_05206	Strict non-ONSEN TE background	Chr2	5918854	5919347	494	0.911395603731751	0.882206537614052	0.836589990004175
BG_LTR_like_05207	Strict non-ONSEN TE background	Chr2	5923852	5924277	426	0.892242353455546	0.860608316483182	0.811127511718509
BG_LTR_like_05208	Strict non-ONSEN TE background	Chr2	5998870	5999322	453	0.875049379325064	0.864787619686084	0.850315923594767
BG_LTR_like_05211	Strict non-ONSEN TE background	Chr2	5999323	6001312	1990	0.913381618531412	0.891264105363458	0.865125618802175
BG_LTR_like_05212	Strict non-ONSEN TE background	Chr2	6006491	6007031	541	1	0.95572465995607	0.92303355743638
BG_LTR_like_05213	Strict non-ONSEN TE background	Chr2	6007257	6008495	1239	0.947729284558774	0.929758420900406	0.908743176222856
BG_LTR_like_05214	Strict non-ONSEN TE background	Chr2	6008496	6009479	984	1	0.993869298702383	0.974265939427897
BG_LTR_like_05217	Strict non-ONSEN TE background	Chr2	6031166	6032907	1742	0.957552433785568	0.914170820823723	0.848469835758081
BG_LTR_like_05220	Strict non-ONSEN TE background	Chr2	6124738	6126659	1922	0.923633119535993	0.915863865406918	0.861455598777518
